stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
0.0,560,2007,June-July-2007,97,REVIEWS Maui X-Stream VX30 Universal Video Encoder JAN OZER . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,32,"Compressed Quality  Compressed video quality relates to two primary factors;the ability of the encoding software to preprocess the videofile, which includes scaling and deinterlacing functions, andthe quality of the codec itself.I tested the first by encoding a4:3 DV test file to 640x480 and 320x240 resolutions in theUniversal Video Encoder, and scaling and deinterlacing aspart of that process.I tested the second by scaling anddeinterlacing in Adobe After Effects and then encodingthese preprocessed files in the Universal Video Encoder.",1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,40,2007,August-September-2007,14,LETTERS TO THE EDITOR,53,"2.Because progressive download is really just file delivery, is perfect for existing content delivery networks and, therefore, for supporting a very large viewing audience. Since viewers are downloading the video file, playback is not affected by how fast they are receiving the file.With progressive downloadand a little patience, the user can view the video without the start/stop buffer breakdown typical of streaming servers, ensuring a higher-quality viewing experience (p.56).",1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,60,2007,August-September-2007,15,LETTERS TO THE EDITOR . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,53,"1. We weren’t describing what is possible with each format, only what you’re likely seeing when you view those formats today. Also, the term “streaming media” has been used to cover all forms of video being delivered online. To define:",1,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.0,80,2007,August-September-2007,18,LETTERS TO THE EDITOR,53,"If DRM created such “friction between [content owners] and their customers” (as someone quoted in the article claims), how did Apple sell one billion-plus DRM-managed music tracks? How did American Idol sell 250,000 music tracks in five days using Windows Media DRM? How do Napster, the NBA, the UFC, Disney, Starz, Wal-Mart, CinemaNOW, MusicMatch, and [the list goes on and on] have such great success using DRM with all this friction? Where is the friction?",1,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,140,2007,August-September-2007,27,ROI in the EDU CLASS ACT PAUL RIISMANDEL ,15,"Making instructors’ and students’ lives easier was the key return in language courses. The weekly hassle of making sure tapes were ready and available every week of every semester was eliminated. Students no longer had to buy tapes or compete to use a limited number of cassettes and players the night before a test. Add to that the fact that we no longer needed to staff a language lab or spend hours duplicating tapes, and it was easy to sell streaming in straightforward economic terms.",1,"17,18",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
0.0,400,2007,August-September-2007,76,Webcasting With Windows Media BEN WAGGONER,76,"For the overall fastest live encoding speeds, you’ll want to look at Inlet’s Spinnaker, which is designedfor high-availability broadcast applications.",1,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,480,2007,August-September-2007,82,A WiMAX Primer INDUSTRY PERSPECTIVES MICHAEL HALLINAN,26,"Timeline Global momentum for WiMAX is notably strong and growing.In the United States, Clearwire launched in 2003 and now operates in 39 domestic markets and four international markets, offering 1.5Mbps download and upto 256Kbps upload speeds. Last fall, Sprint Nextel also announced that it plans to develop and deploy the first 4G nationwide broadband mobile network based on Mobile WiMAX. The infrastructure costs will be $1 billion in 2007 and $1.5–$2 billion in 2008.",1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,540,2007,August-September-2007,93,REVIEWS Telestream Episode Pro JAN OZER ,50,"On the other hand, audio/video synchronization, an issue raised on Episode’s user boards, was perfect over the nearly six-minute test file. I also analyzed the WMV file created by Episode with Sliq Media’s WMSnoop, and the statistics and data-rate display looked similar to that of the file created in the Windows Media Encoder. ",1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,580,2007,August-September-2007,100,Grass Valley ProCoder 3 JAN OZER,42,"Encoding Issues There are a couple of caveats. First, ProCoder has issues with multi-pass H.264 encoding when encoding within the ProCoder program. Specifically, if you set up a batch routine that includes multi-pass H.264 encoding, ProCoder will encode only the QuickTime files and none of the others in the queue. You can work around this issue by encoding in Job Queue Manager or via a watch folder, but not within ProCoder itself. In addition, the Job Queue Manager frequently displayed an unspecified error when encoding multi-pass H.264 files, so I used single-pass encoding for all performance tests and encoded files for quality-related tests one at a time.  ",1,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,600,2007,August-September-2007,102,Grass Valley ProCoder 3 JAN OZER,42,"Input Support—Rhozet reserved high-end productionformats like MXF, GXF, LXF, Omneon, Quantel, PanasonicP2, and Sony XDCAM for Carbon Coder, their high-endproduct, so it should come as no surprise that a product inProCoder’s price range and target market wouldn’t supportthese broadcast and ENG-oriented input formats either.",1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,120,2007,October-November-2007,26,FEATURES Video To Go GEOFF DAILY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,70,"While the text in this version of the Bible is formatted to fit the screen, Skyward has also developed a format for magazines that shows the original layout and then allows users to zoom in on different sections they want to read. Additional capabilities they’ve enabled are things like live chat between multiple users during a live mobile video broadcast, and applications that provide branded experiences around video content.",1,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,140,2007,October-November-2007,29,FEATURES Video To Go GEOFF DAILY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,70,"When content creators build mobile experiences, they insert graphics just as broadcasters do, overlaying graphics onto video. Only now, “the player has the ability to adjust that graphic to fit onto whatever device wants to watch it,” says Johannessen. And by combining their resolution-independent, vector-based graphics creation engine with the separation of video and graphics, “it enables you to get a really crisp, personalized experience for your device, which would be impossible to do if you embedded your graphic into the video stream,” he continues.",1,5,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,260,2007,October-November-2007,54,DRM Demystified CHRISTOPHER LEVY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,58,"It’s safe to say we will see future announcements from Adobe regarding DRM improvements to the Flash ecosystem. When asked about Adobe’s future as a DRM technology innovator, Hock predicted that “we will continue to treat DRM as an extra layer of protection and continue to update and modify our technology. There is no holy grail of content protection and it’s a continued effort.”",1,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,280,2007,October-November-2007,56,DRM Demystified CHRISTOPHER LEVY . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,58,"RealNetworks Helix Security Originally touted as a solution to address a variety of file DivX has done a great job of licensing their core DRMand codec technology to numerous different devices,portable media players, and DVD manufacturers to furthersupport the playback of encrypted DivX content beyondthe PC.However, they have not done a very good job oflicensing the technology out to third parties, and to datethere are no major media outlet licensees of the platform.For more information on DivX Open Video System, see http://www.divx.com/company/partner/ovs.php.",1,"14, 15",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,360,2007,October-November-2007,66,From Trend to Reality: YouTube for the Enterprise EYES ON THE ENTERPRISE STEVE PATTISON. . . . . . . . . . . . . . . . . . .,18,"Typically, consumer video websites process video files in a fairly straightforward fashion: A user uploads a video file, the file is transcoded to acommon format (Flash, for example), and then, when a viewer clicks on alink to view a program, the content is progressively downloaded to the viewer. In most cases, video is viewed on-demand as opposed to being streamed live, and it is accessed by individuals one at a time with limited or no interactivity between the creator and viewer. Additionally, in the consumer market place, video is distributed over the public internet with minimal concern for publishing control and content security.",1,"17, 14",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,380,2007,October-November-2007,72,Streaming ‘Round the Globe TEJPAUL BHATIA . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,38,"But until those expatriate populations are supported by broadband penetration and CDN expansion, MTV’s Rockwell forecasts that the “largest international growth digitally for MTV will come from the U.K., Germany, Japan, and Korea. While India is hopeful for MTV, infrastructure in the subcontinent has a long way to go.”",1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,400,2007,October-November-2007,74,Streaming ‘Round the Globe TEJPAUL BHATIA . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,38,"Companies like ROO and Babelgum are making investments in P2P technology to try to bypass infrastructure constraints. ROO recently purchased P2P assets fromWurld Media and is “integrating them into the core technicalarchitecture to be able to maneuver through the current challenging state of broadband infrastructure in emerging markets,” according to CEO Rob Petty.",1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
0.0,220,2007,October-November-2007,46,Sunny Skies Ahead EYES ON THE ENTERPRISE STEVE VONDER HAAR . . . . . . . . . . .,11,"Fantastic, right? Wrong. On the day of the show, we couldn’t establish a live connection for more than a couple of minutes. Not only that, but we couldn’t get a signal on the side of stage, or for that matter in front of stage—nevermind fifty yards away. We tore down our entire infrastructure and rebuilt numerous times. Nothing worked. That was when we realized there were seventeen— count ‘em: seventeen—wireless networks within range.",1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,520,2007,October-November-2007,96,H.264 Video: The Format of Convergence INDUSTRY PERSPECTIVES CHARLIE OPPENHEIMER . . . . . . . . . .,24,"Cross-Platform Support is Critical Adobe Flash Video—which has been a critical enablerin the explosion of video on the web—exemplifies strongcross-platform support.I believe that Adobe’s consistenthigh-quality implementation of Flash Video on bothWindows and Macs is a key reason for Flash Video’snear-ubiquitous adoption by web video sites.In contrast,I believe that the limited-effort, cross-platform supportthat Microsoft gives to Windows Media on Mac andApple gives to QuickTime on Windows is the reasonthese formats have not achieved similar adoption byvideo providers.",1,"5, 8",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
